HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR
2024-01-31T22:00:00,2024-01-31T23:00:00,DK2,11.93,1.6
2024-01-31T21:00:00,2024-01-31T22:00:00,DK2,27.799999,3.73
2024-01-31T20:00:00,2024-01-31T21:00:00,DK2,121.800003,16.34
2024-01-31T19:00:00,2024-01-31T20:00:00,DK2,149.300003,20.030001
2024-01-31T18:00:00,2024-01-31T19:00:00,DK2,152.809998,20.5
2024-01-31T17:00:00,2024-01-31T18:00:00,DK2,198.279999,26.6
2024-01-31T16:00:00,2024-01-31T17:00:00,DK2,367.929993,49.360001
2024-01-31T15:00:00,2024-01-31T16:00:00,DK2,193.880005,26.01
2024-01-31T14:00:00,2024-01-31T15:00:00,DK2,149.75,20.09
2024-01-31T13:00:00,2024-01-31T14:00:00,DK2,149.679993,20.08
2024-01-31T12:00:00,2024-01-31T13:00:00,DK2,152.360001,20.440001
2024-01-31T11:00:00,2024-01-31T12:00:00,DK2,152.660004,20.48
2024-01-31T10:00:00,2024-01-31T11:00:00,DK2,168.979996,22.67
2024-01-31T09:00:00,2024-01-31T10:00:00,DK2,312.170013,41.880001
2024-01-31T08:00:00,2024-01-31T09:00:00,DK2,381.350006,51.16
2024-01-31T07:00:00,2024-01-31T08:00:00,DK2,431.589996,57.900002
2024-01-31T06:00:00,2024-01-31T07:00:00,DK2,418.540009,56.150002
2024-01-31T05:00:00,2024-01-31T06:00:00,DK2,190.369995,25.540001
2024-01-31T04:00:00,2024-01-31T05:00:00,DK2,144.529999,19.389999
2024-01-31T03:00:00,2024-01-31T04:00:00,DK2,141.330002,18.959999
2024-01-31T02:00:00,2024-01-31T03:00:00,DK2,138.490005,18.58
2024-01-31T01:00:00,2024-01-31T02:00:00,DK2,137.899994,18.5
2024-01-31T00:00:00,2024-01-31T01:00:00,DK2,137.600006,18.459999
2024-01-30T23:00:00,2024-01-31T00:00:00,DK2,137.080002,18.389999
2024-01-30T22:00:00,2024-01-30T23:00:00,DK2,180.169998,24.17
2024-01-30T21:00:00,2024-01-30T22:00:00,DK2,168.160004,22.559999
2024-01-30T20:00:00,2024-01-30T21:00:00,DK2,401.929993,53.919998
2024-01-30T19:00:00,2024-01-30T20:00:00,DK2,422.799988,56.720001
2024-01-30T18:00:00,2024-01-30T19:00:00,DK2,435.690002,58.450001
2024-01-30T17:00:00,2024-01-30T18:00:00,DK2,457.829987,61.419998
2024-01-30T16:00:00,2024-01-30T17:00:00,DK2,535.950012,71.900002
2024-01-30T15:00:00,2024-01-30T16:00:00,DK2,475.049988,63.73
2024-01-30T14:00:00,2024-01-30T15:00:00,DK2,466.929993,62.639999
2024-01-30T13:00:00,2024-01-30T14:00:00,DK2,523.349976,70.209999
2024-01-30T12:00:00,2024-01-30T13:00:00,DK2,496.369995,66.589996
2024-01-30T11:00:00,2024-01-30T12:00:00,DK2,495.470001,66.470001
2024-01-30T10:00:00,2024-01-30T11:00:00,DK2,510.01001,68.419998
2024-01-30T09:00:00,2024-01-30T10:00:00,DK2,575.080017,77.150002
2024-01-30T08:00:00,2024-01-30T09:00:00,DK2,633.080017,84.93
2024-01-30T07:00:00,2024-01-30T08:00:00,DK2,715.070007,95.93
2024-01-30T06:00:00,2024-01-30T07:00:00,DK2,675.340027,90.599998
2024-01-30T05:00:00,2024-01-30T06:00:00,DK2,570.609985,76.550003
2024-01-30T04:00:00,2024-01-30T05:00:00,DK2,517.090027,69.370003
2024-01-30T03:00:00,2024-01-30T04:00:00,DK2,500.769989,67.18
2024-01-30T02:00:00,2024-01-30T03:00:00,DK2,502.709991,67.440002
2024-01-30T01:00:00,2024-01-30T02:00:00,DK2,517.090027,69.370003
2024-01-30T00:00:00,2024-01-30T01:00:00,DK2,512.77002,68.790001
2024-01-29T23:00:00,2024-01-30T00:00:00,DK2,536.25,71.940002
2024-01-29T22:00:00,2024-01-29T23:00:00,DK2,598.539978,80.290001
2024-01-29T21:00:00,2024-01-29T22:00:00,DK2,621.869995,83.419998
2024-01-29T20:00:00,2024-01-29T21:00:00,DK2,646.98999,86.790001
2024-01-29T19:00:00,2024-01-29T20:00:00,DK2,685.679993,91.980003
2024-01-29T18:00:00,2024-01-29T19:00:00,DK2,801.530029,107.519997
2024-01-29T17:00:00,2024-01-29T18:00:00,DK2,874.440002,117.300003
2024-01-29T16:00:00,2024-01-29T17:00:00,DK2,949.880005,127.419998
2024-01-29T15:00:00,2024-01-29T16:00:00,DK2,808.309998,108.43
2024-01-29T14:00:00,2024-01-29T15:00:00,DK2,727.580017,97.599998
2024-01-29T13:00:00,2024-01-29T14:00:00,DK2,615.390015,82.550003
2024-01-29T12:00:00,2024-01-29T13:00:00,DK2,559.030029,74.989998
2024-01-29T11:00:00,2024-01-29T12:00:00,DK2,523.619995,70.239998
2024-01-29T10:00:00,2024-01-29T11:00:00,DK2,531.299988,71.269997
2024-01-29T09:00:00,2024-01-29T10:00:00,DK2,588.179993,78.900002
2024-01-29T08:00:00,2024-01-29T09:00:00,DK2,658.919983,88.389999
2024-01-29T07:00:00,2024-01-29T08:00:00,DK2,620.460022,83.230003
2024-01-29T06:00:00,2024-01-29T07:00:00,DK2,462.339996,62.02
2024-01-29T05:00:00,2024-01-29T06:00:00,DK2,180.330002,24.190001
2024-01-29T04:00:00,2024-01-29T05:00:00,DK2,111.900002,15.01
2024-01-29T03:00:00,2024-01-29T04:00:00,DK2,111.82,15.0
2024-01-29T02:00:00,2024-01-29T03:00:00,DK2,111.82,15.0
2024-01-29T01:00:00,2024-01-29T02:00:00,DK2,74.470001,9.99
2024-01-29T00:00:00,2024-01-29T01:00:00,DK2,74.470001,9.99
2024-01-28T23:00:00,2024-01-29T00:00:00,DK2,111.82,15.0
2024-01-28T22:00:00,2024-01-28T23:00:00,DK2,51.59,6.92
2024-01-28T21:00:00,2024-01-28T22:00:00,DK2,74.550003,10.0
2024-01-28T20:00:00,2024-01-28T21:00:00,DK2,122.029999,16.370001
2024-01-28T19:00:00,2024-01-28T20:00:00,DK2,217.75,29.209999
2024-01-28T18:00:00,2024-01-28T19:00:00,DK2,422.01001,56.610001
2024-01-28T17:00:00,2024-01-28T18:00:00,DK2,427.380005,57.330002
2024-01-28T16:00:00,2024-01-28T17:00:00,DK2,431.329987,57.860001
2024-01-28T15:00:00,2024-01-28T16:00:00,DK2,431.850006,57.93
2024-01-28T14:00:00,2024-01-28T15:00:00,DK2,420.519989,56.41
2024-01-28T13:00:00,2024-01-28T14:00:00,DK2,377.579987,50.650002
2024-01-28T12:00:00,2024-01-28T13:00:00,DK2,298.859985,40.09
2024-01-28T11:00:00,2024-01-28T12:00:00,DK2,309.970001,41.580002
2024-01-28T10:00:00,2024-01-28T11:00:00,DK2,341.049988,45.75
2024-01-28T09:00:00,2024-01-28T10:00:00,DK2,381.380005,51.16
2024-01-28T08:00:00,2024-01-28T09:00:00,DK2,410.609985,55.080002
2024-01-28T07:00:00,2024-01-28T08:00:00,DK2,441.320007,59.200001
2024-01-28T06:00:00,2024-01-28T07:00:00,DK2,439.679993,58.98
2024-01-28T05:00:00,2024-01-28T06:00:00,DK2,430.290009,57.720001
2024-01-28T04:00:00,2024-01-28T05:00:00,DK2,429.609985,57.630001
2024-01-28T03:00:00,2024-01-28T04:00:00,DK2,431.399994,57.869999
2024-01-28T02:00:00,2024-01-28T03:00:00,DK2,430.290009,57.720001
2024-01-28T01:00:00,2024-01-28T02:00:00,DK2,434.309998,58.259998
2024-01-28T00:00:00,2024-01-28T01:00:00,DK2,438.339996,58.799999
2024-01-27T23:00:00,2024-01-28T00:00:00,DK2,497.75,66.769997
2024-01-27T22:00:00,2024-01-27T23:00:00,DK2,429.5,57.610001
2024-01-27T21:00:00,2024-01-27T22:00:00,DK2,430.390015,57.73
2024-01-27T20:00:00,2024-01-27T21:00:00,DK2,431.290009,57.849998
2024-01-27T19:00:00,2024-01-27T20:00:00,DK2,433.970001,58.209999
2024-01-27T18:00:00,2024-01-27T19:00:00,DK2,443.070007,59.43
2024-01-27T17:00:00,2024-01-27T18:00:00,DK2,457.079987,61.310001
2024-01-27T16:00:00,2024-01-27T17:00:00,DK2,460.359985,61.75
2024-01-27T15:00:00,2024-01-27T16:00:00,DK2,439.339996,58.93
2024-01-27T14:00:00,2024-01-27T15:00:00,DK2,432.029999,57.950001
2024-01-27T13:00:00,2024-01-27T14:00:00,DK2,296.570007,39.779999
2024-01-27T12:00:00,2024-01-27T13:00:00,DK2,242.220001,32.490002
2024-01-27T11:00:00,2024-01-27T12:00:00,DK2,416.299988,55.84
2024-01-27T10:00:00,2024-01-27T11:00:00,DK2,422.040009,56.610001
2024-01-27T09:00:00,2024-01-27T10:00:00,DK2,341.600006,45.82
2024-01-27T08:00:00,2024-01-27T09:00:00,DK2,237.820007,31.9
2024-01-27T07:00:00,2024-01-27T08:00:00,DK2,215.080002,28.85
2024-01-27T06:00:00,2024-01-27T07:00:00,DK2,154.399994,20.709999
2024-01-27T05:00:00,2024-01-27T06:00:00,DK2,144.710007,19.41
2024-01-27T04:00:00,2024-01-27T05:00:00,DK2,140.460007,18.84
2024-01-27T03:00:00,2024-01-27T04:00:00,DK2,137.850006,18.49
2024-01-27T02:00:00,2024-01-27T03:00:00,DK2,134.339996,18.02
2024-01-27T01:00:00,2024-01-27T02:00:00,DK2,131.440002,17.629999
2024-01-27T00:00:00,2024-01-27T01:00:00,DK2,136.130005,18.26
2024-01-26T23:00:00,2024-01-27T00:00:00,DK2,144.039993,19.32
2024-01-26T22:00:00,2024-01-26T23:00:00,DK2,163.869995,21.98
2024-01-26T21:00:00,2024-01-26T22:00:00,DK2,181.839996,24.389999
2024-01-26T20:00:00,2024-01-26T21:00:00,DK2,192.050003,25.76
2024-01-26T19:00:00,2024-01-26T20:00:00,DK2,205.619995,27.58
2024-01-26T18:00:00,2024-01-26T19:00:00,DK2,249.830002,33.509998
2024-01-26T17:00:00,2024-01-26T18:00:00,DK2,404.01001,54.189999
2024-01-26T16:00:00,2024-01-26T17:00:00,DK2,427.720001,57.369999
2024-01-26T15:00:00,2024-01-26T16:00:00,DK2,383.809998,51.48
2024-01-26T14:00:00,2024-01-26T15:00:00,DK2,364.640015,48.91
2024-01-26T13:00:00,2024-01-26T14:00:00,DK2,367.399994,49.279999
2024-01-26T12:00:00,2024-01-26T13:00:00,DK2,346.450012,46.470001
2024-01-26T11:00:00,2024-01-26T12:00:00,DK2,389.769989,52.279999
2024-01-26T10:00:00,2024-01-26T11:00:00,DK2,437.929993,58.740002
2024-01-26T09:00:00,2024-01-26T10:00:00,DK2,456.420013,61.220001
2024-01-26T08:00:00,2024-01-26T09:00:00,DK2,475.660004,63.799999
2024-01-26T07:00:00,2024-01-26T08:00:00,DK2,484.149994,64.940002
2024-01-26T06:00:00,2024-01-26T07:00:00,DK2,469.470001,62.970001
2024-01-26T05:00:00,2024-01-26T06:00:00,DK2,432.040009,57.950001
2024-01-26T04:00:00,2024-01-26T05:00:00,DK2,388.869995,52.16
2024-01-26T03:00:00,2024-01-26T04:00:00,DK2,415.269989,55.700001
2024-01-26T02:00:00,2024-01-26T03:00:00,DK2,420.109985,56.349998
2024-01-26T01:00:00,2024-01-26T02:00:00,DK2,436.070007,58.490002
2024-01-26T00:00:00,2024-01-26T01:00:00,DK2,462.23999,62.0
2024-01-25T23:00:00,2024-01-26T00:00:00,DK2,468.200012,62.799999
2024-01-25T22:00:00,2024-01-25T23:00:00,DK2,560.440002,75.160004
2024-01-25T21:00:00,2024-01-25T22:00:00,DK2,599.73999,80.43
2024-01-25T20:00:00,2024-01-25T21:00:00,DK2,643.580017,86.309998
2024-01-25T19:00:00,2024-01-25T20:00:00,DK2,679.070007,91.07
2024-01-25T18:00:00,2024-01-25T19:00:00,DK2,736.640015,98.790001
2024-01-25T17:00:00,2024-01-25T18:00:00,DK2,861.539978,115.540001
2024-01-25T16:00:00,2024-01-25T17:00:00,DK2,920.0,123.379997
2024-01-25T15:00:00,2024-01-25T16:00:00,DK2,755.950012,101.379997
2024-01-25T14:00:00,2024-01-25T15:00:00,DK2,686.530029,92.07
2024-01-25T13:00:00,2024-01-25T14:00:00,DK2,633.659973,84.980003
2024-01-25T12:00:00,2024-01-25T13:00:00,DK2,566.630005,75.989998
2024-01-25T11:00:00,2024-01-25T12:00:00,DK2,545.450012,73.150002
2024-01-25T10:00:00,2024-01-25T11:00:00,DK2,568.340027,76.220001
2024-01-25T09:00:00,2024-01-25T10:00:00,DK2,606.599976,81.349998
2024-01-25T08:00:00,2024-01-25T09:00:00,DK2,635.679993,85.25
2024-01-25T07:00:00,2024-01-25T08:00:00,DK2,663.789978,89.019997
2024-01-25T06:00:00,2024-01-25T07:00:00,DK2,492.51001,66.050003
2024-01-25T05:00:00,2024-01-25T06:00:00,DK2,442.850006,59.389999
2024-01-25T04:00:00,2024-01-25T05:00:00,DK2,380.359985,51.009998
2024-01-25T03:00:00,2024-01-25T04:00:00,DK2,336.369995,45.110001
2024-01-25T02:00:00,2024-01-25T03:00:00,DK2,326.970001,43.849998
2024-01-25T01:00:00,2024-01-25T02:00:00,DK2,318.839996,42.759998
2024-01-25T00:00:00,2024-01-25T01:00:00,DK2,327.869995,43.970001
2024-01-24T23:00:00,2024-01-25T00:00:00,DK2,326.899994,43.84
2024-01-24T22:00:00,2024-01-24T23:00:00,DK2,287.320007,38.529999
2024-01-24T21:00:00,2024-01-24T22:00:00,DK2,313.269989,42.009998
2024-01-24T20:00:00,2024-01-24T21:00:00,DK2,298.579987,40.040001
2024-01-24T19:00:00,2024-01-24T20:00:00,DK2,314.540009,42.18
2024-01-24T18:00:00,2024-01-24T19:00:00,DK2,373.529999,50.09
2024-01-24T17:00:00,2024-01-24T18:00:00,DK2,397.609985,53.32
2024-01-24T16:00:00,2024-01-24T17:00:00,DK2,404.25,54.209999
2024-01-24T15:00:00,2024-01-24T16:00:00,DK2,378.820007,50.799999
2024-01-24T14:00:00,2024-01-24T15:00:00,DK2,372.480011,49.950001
2024-01-24T13:00:00,2024-01-24T14:00:00,DK2,335.869995,45.040001
2024-01-24T12:00:00,2024-01-24T13:00:00,DK2,278.450012,37.34
2024-01-24T11:00:00,2024-01-24T12:00:00,DK2,293.359985,39.34
2024-01-24T10:00:00,2024-01-24T11:00:00,DK2,378.519989,50.759998
2024-01-24T09:00:00,2024-01-24T10:00:00,DK2,373.600006,50.099998
2024-01-24T08:00:00,2024-01-24T09:00:00,DK2,369.429993,49.540001
2024-01-24T07:00:00,2024-01-24T08:00:00,DK2,373.380005,50.07
2024-01-24T06:00:00,2024-01-24T07:00:00,DK2,288.809998,38.73
2024-01-24T05:00:00,2024-01-24T06:00:00,DK2,190.160004,25.5
2024-01-24T04:00:00,2024-01-24T05:00:00,DK2,145.789993,19.549999
2024-01-24T03:00:00,2024-01-24T04:00:00,DK2,133.110001,17.85
2024-01-24T02:00:00,2024-01-24T03:00:00,DK2,140.339996,18.82
2024-01-24T01:00:00,2024-01-24T02:00:00,DK2,153.910004,20.639999
2024-01-24T00:00:00,2024-01-24T01:00:00,DK2,187.699997,25.17
2024-01-23T23:00:00,2024-01-24T00:00:00,DK2,213.350006,28.610001
2024-01-23T22:00:00,2024-01-23T23:00:00,DK2,248.050003,33.259998
2024-01-23T21:00:00,2024-01-23T22:00:00,DK2,304.429993,40.82
2024-01-23T20:00:00,2024-01-23T21:00:00,DK2,391.170013,52.450001
2024-01-23T19:00:00,2024-01-23T20:00:00,DK2,450.910004,60.459999
2024-01-23T18:00:00,2024-01-23T19:00:00,DK2,472.390015,63.34
2024-01-23T17:00:00,2024-01-23T18:00:00,DK2,498.040009,66.779999
2024-01-23T16:00:00,2024-01-23T17:00:00,DK2,510.570007,68.459999
2024-01-23T15:00:00,2024-01-23T16:00:00,DK2,494.390015,66.290001
2024-01-23T14:00:00,2024-01-23T15:00:00,DK2,468.059998,62.759998
2024-01-23T13:00:00,2024-01-23T14:00:00,DK2,320.019989,42.91
2024-01-23T12:00:00,2024-01-23T13:00:00,DK2,199.570007,26.76
2024-01-23T11:00:00,2024-01-23T12:00:00,DK2,310.100006,41.580002
2024-01-23T10:00:00,2024-01-23T11:00:00,DK2,443.299988,59.439999
2024-01-23T09:00:00,2024-01-23T10:00:00,DK2,447.25,59.970001
2024-01-23T08:00:00,2024-01-23T09:00:00,DK2,455.76001,61.110001
2024-01-23T07:00:00,2024-01-23T08:00:00,DK2,461.649994,61.900002
2024-01-23T06:00:00,2024-01-23T07:00:00,DK2,454.410004,60.93
2024-01-23T05:00:00,2024-01-23T06:00:00,DK2,191.889999,25.73
2024-01-23T04:00:00,2024-01-23T05:00:00,DK2,161.320007,21.629999
2024-01-23T03:00:00,2024-01-23T04:00:00,DK2,76.220001,10.22
2024-01-23T02:00:00,2024-01-23T03:00:00,DK2,31.1,4.17
2024-01-23T01:00:00,2024-01-23T02:00:00,DK2,69.879997,9.37
2024-01-23T00:00:00,2024-01-23T01:00:00,DK2,75.330002,10.1
2024-01-22T23:00:00,2024-01-23T00:00:00,DK2,118.129997,15.84
2024-01-22T22:00:00,2024-01-22T23:00:00,DK2,171.770004,23.030001
2024-01-22T21:00:00,2024-01-22T22:00:00,DK2,194.440002,26.07
2024-01-22T20:00:00,2024-01-22T21:00:00,DK2,425.119995,57.0
2024-01-22T19:00:00,2024-01-22T20:00:00,DK2,444.519989,59.599998
2024-01-22T18:00:00,2024-01-22T19:00:00,DK2,447.720001,60.029999
2024-01-22T17:00:00,2024-01-22T18:00:00,DK2,455.179993,61.029999
2024-01-22T16:00:00,2024-01-22T17:00:00,DK2,461.299988,61.849998
2024-01-22T15:00:00,2024-01-22T16:00:00,DK2,447.429993,59.990002
2024-01-22T14:00:00,2024-01-22T15:00:00,DK2,445.48999,59.73
2024-01-22T13:00:00,2024-01-22T14:00:00,DK2,434.299988,58.23
2024-01-22T12:00:00,2024-01-22T13:00:00,DK2,423.040009,56.720001
2024-01-22T11:00:00,2024-01-22T12:00:00,DK2,424.529999,56.919998
2024-01-22T10:00:00,2024-01-22T11:00:00,DK2,451.970001,60.599998
2024-01-22T09:00:00,2024-01-22T10:00:00,DK2,459.059998,61.549999
2024-01-22T08:00:00,2024-01-22T09:00:00,DK2,429.450012,57.580002
2024-01-22T07:00:00,2024-01-22T08:00:00,DK2,495.829987,66.480003
2024-01-22T06:00:00,2024-01-22T07:00:00,DK2,451.01001,60.470001
2024-01-22T05:00:00,2024-01-22T06:00:00,DK2,302.059998,40.5
2024-01-22T04:00:00,2024-01-22T05:00:00,DK2,149.169998,20.0
2024-01-22T03:00:00,2024-01-22T04:00:00,DK2,37.740002,5.06
2024-01-22T02:00:00,2024-01-22T03:00:00,DK2,37.59,5.04
2024-01-22T01:00:00,2024-01-22T02:00:00,DK2,138.869995,18.620001
2024-01-22T00:00:00,2024-01-22T01:00:00,DK2,165.869995,22.24
2024-01-21T23:00:00,2024-01-22T00:00:00,DK2,203.610001,27.299999
2024-01-21T22:00:00,2024-01-21T23:00:00,DK2,216.520004,29.030001
2024-01-21T21:00:00,2024-01-21T22:00:00,DK2,375.829987,50.389999
2024-01-21T20:00:00,2024-01-21T21:00:00,DK2,391.26001,52.459999
2024-01-21T19:00:00,2024-01-21T20:00:00,DK2,384.100006,51.5
2024-01-21T18:00:00,2024-01-21T19:00:00,DK2,437.359985,58.639999
2024-01-21T17:00:00,2024-01-21T18:00:00,DK2,458.309998,61.450001
2024-01-21T16:00:00,2024-01-21T17:00:00,DK2,422.51001,56.650002
2024-01-21T15:00:00,2024-01-21T16:00:00,DK2,371.649994,49.830002
2024-01-21T14:00:00,2024-01-21T15:00:00,DK2,365.76001,49.040001
2024-01-21T13:00:00,2024-01-21T14:00:00,DK2,330.399994,44.299999
2024-01-21T12:00:00,2024-01-21T13:00:00,DK2,281.100006,37.689999
2024-01-21T11:00:00,2024-01-21T12:00:00,DK2,287.0,38.48
2024-01-21T10:00:00,2024-01-21T11:00:00,DK2,363.0,48.669998
2024-01-21T09:00:00,2024-01-21T10:00:00,DK2,343.529999,46.060001
2024-01-21T08:00:00,2024-01-21T09:00:00,DK2,405.429993,54.360001
2024-01-21T07:00:00,2024-01-21T08:00:00,DK2,383.059998,51.360001
2024-01-21T06:00:00,2024-01-21T07:00:00,DK2,327.869995,43.959999
2024-01-21T05:00:00,2024-01-21T06:00:00,DK2,339.579987,45.529999
2024-01-21T04:00:00,2024-01-21T05:00:00,DK2,353.899994,47.450001
2024-01-21T03:00:00,2024-01-21T04:00:00,DK2,361.799988,48.509998
2024-01-21T02:00:00,2024-01-21T03:00:00,DK2,379.549988,50.889999
2024-01-21T01:00:00,2024-01-21T02:00:00,DK2,411.329987,55.150002
2024-01-21T00:00:00,2024-01-21T01:00:00,DK2,429.230011,57.549999
2024-01-20T23:00:00,2024-01-21T00:00:00,DK2,445.26001,59.700001
2024-01-20T22:00:00,2024-01-20T23:00:00,DK2,499.579987,66.989998
2024-01-20T21:00:00,2024-01-20T22:00:00,DK2,525.159973,70.419998
2024-01-20T20:00:00,2024-01-20T21:00:00,DK2,547.309998,73.389999
2024-01-20T19:00:00,2024-01-20T20:00:00,DK2,596.599976,80.0
2024-01-20T18:00:00,2024-01-20T19:00:00,DK2,682.880005,91.57
2024-01-20T17:00:00,2024-01-20T18:00:00,DK2,754.030029,101.110001
2024-01-20T16:00:00,2024-01-20T17:00:00,DK2,725.390015,97.269997
2024-01-20T15:00:00,2024-01-20T16:00:00,DK2,671.549988,90.050003
2024-01-20T14:00:00,2024-01-20T15:00:00,DK2,589.960022,79.110001
2024-01-20T13:00:00,2024-01-20T14:00:00,DK2,547.309998,73.389999
2024-01-20T12:00:00,2024-01-20T13:00:00,DK2,527.919983,70.790001
2024-01-20T11:00:00,2024-01-20T12:00:00,DK2,520.159973,69.75
2024-01-20T10:00:00,2024-01-20T11:00:00,DK2,540.73999,72.510002
2024-01-20T09:00:00,2024-01-20T10:00:00,DK2,548.650024,73.57
2024-01-20T08:00:00,2024-01-20T09:00:00,DK2,588.02002,78.849998
2024-01-20T07:00:00,2024-01-20T08:00:00,DK2,557.969971,74.82
2024-01-20T06:00:00,2024-01-20T07:00:00,DK2,511.209991,68.550003
2024-01-20T05:00:00,2024-01-20T06:00:00,DK2,480.640015,64.449997
2024-01-20T04:00:00,2024-01-20T05:00:00,DK2,460.5,61.75
2024-01-20T03:00:00,2024-01-20T04:00:00,DK2,472.579987,63.369999
2024-01-20T02:00:00,2024-01-20T03:00:00,DK2,472.359985,63.34
2024-01-20T01:00:00,2024-01-20T02:00:00,DK2,485.480011,65.099998
2024-01-20T00:00:00,2024-01-20T01:00:00,DK2,484.809998,65.010002
2024-01-19T23:00:00,2024-01-20T00:00:00,DK2,504.279999,67.620003
2024-01-19T22:00:00,2024-01-19T23:00:00,DK2,497.339996,66.690002
2024-01-19T21:00:00,2024-01-19T22:00:00,DK2,527.169983,70.690002
2024-01-19T20:00:00,2024-01-19T21:00:00,DK2,544.469971,73.010002
2024-01-19T19:00:00,2024-01-19T20:00:00,DK2,565.429993,75.82
2024-01-19T18:00:00,2024-01-19T19:00:00,DK2,634.630005,85.099998
2024-01-19T17:00:00,2024-01-19T18:00:00,DK2,809.059998,108.489998
2024-01-19T16:00:00,2024-01-19T17:00:00,DK2,855.890015,114.769997
2024-01-19T15:00:00,2024-01-19T16:00:00,DK2,780.049988,104.599998
2024-01-19T14:00:00,2024-01-19T15:00:00,DK2,648.429993,86.949997
2024-01-19T13:00:00,2024-01-19T14:00:00,DK2,573.549988,76.910004
2024-01-19T12:00:00,2024-01-19T13:00:00,DK2,560.429993,75.150002
2024-01-19T11:00:00,2024-01-19T12:00:00,DK2,587.049988,78.720001
2024-01-19T10:00:00,2024-01-19T11:00:00,DK2,645.52002,86.559998
2024-01-19T09:00:00,2024-01-19T10:00:00,DK2,714.799988,95.849998
2024-01-19T08:00:00,2024-01-19T09:00:00,DK2,770.359985,103.300003
2024-01-19T07:00:00,2024-01-19T08:00:00,DK2,777.590027,104.269997
2024-01-19T06:00:00,2024-01-19T07:00:00,DK2,666.549988,89.379997
2024-01-19T05:00:00,2024-01-19T06:00:00,DK2,564.830017,75.739998
2024-01-19T04:00:00,2024-01-19T05:00:00,DK2,491.079987,65.849998
2024-01-19T03:00:00,2024-01-19T04:00:00,DK2,472.209991,63.32
2024-01-19T02:00:00,2024-01-19T03:00:00,DK2,468.029999,62.759998
